Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF2CC1CA,2021.12,135.26427999999999,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2022.03,126.70559999999999,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2022.06,130.41787,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2022.09,119.61097,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2022.12,146.84663,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2023.03,129.89065,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2023.06,133.78145,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2023.09,109.23944,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2023.12,133.18087,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2024.03,130.77535,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2024.06,132.76151,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2024.09,111.75717,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2024.12,150.14600000000002,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2016.06,3.81108,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2016.09,3.65938,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2016.12,3.3606,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2017.03,3.79005,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2017.06,3.63829,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2017.09,3.62323,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2017.12,3.7279700000000005,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2018.03,3.7784500000000003,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2018.06,3.96162,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2018.09,3.8896800000000002,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2018.12,3.68726,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2019.03,3.80822,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2019.06,3.4138900000000003,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2019.09,3.6239,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2019.12,3.4619099999999996,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2020.03,3.0811599999999997,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2020.06,2.22776,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2020.09,3.30791,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2020.12,3.15824,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2021.03,3.1727,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2021.06,3.1615100000000003,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2021.09,3.40224,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2021.12,3.58338,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2022.03,3.4950599999999996,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2022.06,3.67866,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2022.09,3.8895999999999997,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2022.12,3.66553,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2023.03,3.53324,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2023.06,3.43832,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2023.09,3.56081,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2023.12,3.48803,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2024.03,3.56644,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2024.06,3.2651,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2024.09,3.19639,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2024.12,2.95,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC3CA,2016.06,17.495350000000002,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2016.09,17.26374,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2016.12,16.11543,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2017.03,15.84134,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2017.06,17.13337,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2017.09,17.75458,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2017.12,17.0549,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2018.03,16.77047,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2018.06,18.55671,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2018.09,18.07769,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2018.12,18.10018,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2019.03,17.286099999999998,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2019.06,18.96154,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2019.09,18.72256,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2019.12,17.90392,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2020.03,16.79871,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2020.06,14.398050000000001,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2020.09,18.10385,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2020.12,18.36026,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2021.03,17.29517,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2021.06,19.684839999999998,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2021.09,19.63882,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2021.12,20.41197,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2022.03,19.790419999999997,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2022.06,22.93515,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2022.09,22.49776,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2022.12,20.32951,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2023.03,18.19163,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2023.06,19.37481,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2023.09,19.48544,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2023.12,18.79869,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2024.03,18.19154,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2024.06,20.71767,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2024.09,20.27706,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2024.12,18.24798,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2016.06,2.5409200000000003,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2016.09,2.46931,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2016.12,2.5892700000000004,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2017.03,2.18668,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2017.06,2.2592,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2017.09,2.35919,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2017.12,2.44598,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2018.03,2.3929300000000002,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2018.06,2.37354,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2018.09,2.43025,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2018.12,2.60767,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2019.03,2.39873,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2019.06,2.2345099999999998,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2019.09,2.31062,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2019.12,2.27556,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2020.03,2.04501,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2020.06,1.6624100000000002,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2020.09,1.96593,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2020.12,2.2444100000000002,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2021.03,2.01303,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2021.06,2.19538,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2021.09,2.1844900000000003,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2021.12,2.21861,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2022.03,2.03313,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2022.06,2.24868,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2022.09,2.54837,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2022.12,2.65676,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2023.03,2.1835,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2023.06,2.23329,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2023.09,2.49318,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2023.12,2.22297,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2024.03,2.05757,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2024.06,2.12481,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2024.09,2.32253,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2024.12,2.25538,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC5CA,2016.06,27.92002,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2016.09,29.4943,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2016.12,33.300219999999996,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2017.03,32.88163,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2017.06,29.97221,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2017.09,33.01549,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2017.12,38.12037,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2018.03,35.455659999999995,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2018.06,37.14747,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
